Experience,Skills,Education,Certifications,Languages Known,Job Suitability Score
11,"Python, NLP, Neural Networks",Masters in Computer Engineering,Certified Machine Learning Expert,"English, German",27
20,"Python, NLP, Neural Networks",Bachelors in Computer Science,Certified Database Administrator,"English, Spanish",51
2,"R, Data Visualization, Deep Learning",Bachelors in IT,Certified Software Developer,"English, French",78
19,"C++, Algorithms, Data Structures",PhD in AI,Certified Machine Learning Expert,"English, Chinese",57
11,"AWS, Cloud Computing, DevOps",PhD in AI,Certified Statistician,"English, Japanese",47
13,"Python, Data Analysis, Machine Learning",PhD in AI,Certified Data Scientist,"English, French",100
13,"HTML, CSS, JavaScript",Masters in Computer Engineering,Certified Machine Learning Expert,"English, Chinese",39
18,"HTML, CSS, JavaScript",Masters in Statistics,Certified Statistician,"English, Italian",16
10,"SQL, Database Management, ETL",Bachelors in Mathematics,Certified AI Specialist,"English, French",22
9,"Java, Spring, Microservices",Bachelors in Mathematics,Certified Statistician,"English, Italian",85
17,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Computer Science,Certified Data Analyst,"English, Chinese",54
5,"HTML, CSS, JavaScript",Masters in Statistics,Certified Data Scientist,"English, Japanese",21
8,"Python, Data Analysis, Machine Learning",Masters in Data Science,Certified AI Specialist,"English, Italian",72
16,"Python, NLP, Neural Networks",PhD in AI,Certified Data Analyst,"English, German",16
8,"AWS, Cloud Computing, DevOps",Masters in Computer Engineering,Certified Statistician,"English, Japanese",59
7,"Matlab, Statistics, Data Mining",Masters in Statistics,Certified Machine Learning Expert,"English, German",31
15,"Matlab, Statistics, Data Mining",Bachelors in IT,Certified Database Administrator,"English, Spanish",42
19,"Java, Spring, Microservices",Bachelors in Mathematics,Certified AI Specialist,"English, Italian",74
3,"HTML, CSS, JavaScript",PhD in AI,Certified AI Specialist,"English, Italian",32
6,"Matlab, Statistics, Data Mining",Bachelors in Computer Science,Certified Data Scientist,"English, German",59
4,"HTML, CSS, JavaScript",PhD in AI,Certified Data Scientist,"English, Russian",34
5,"SAS, Predictive Modeling, Data Wrangling",Masters in Data Science,Certified Data Analyst,"English, Chinese",9
3,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Japanese",81
3,"AWS, Cloud Computing, DevOps",Masters in Statistics,Certified AI Specialist,"English, Spanish",11
2,"R, Data Visualization, Deep Learning",PhD in AI,Certified Machine Learning Expert,"English, German",96
4,"Python, Data Analysis, Machine Learning",Masters in Data Science,Certified Data Scientist,"English, German",10
17,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Software Developer,"English, Chinese",86
15,"Java, Spring, Microservices",Bachelors in Computer Science,Certified Data Scientist,"English, German",17
17,"SQL, Database Management, ETL",PhD in AI,Certified Data Scientist,"English, Spanish",68
2,"Matlab, Statistics, Data Mining",Bachelors in Computer Science,Certified Data Scientist,"English, German",48
8,"Java, Spring, Microservices",Bachelors in IT,Certified Software Developer,"English, French",52
12,"R, Data Visualization, Deep Learning",Bachelors in IT,Certified AI Specialist,"English, Chinese",25
18,"SQL, Database Management, ETL",Masters in Statistics,Certified Data Analyst,"English, Italian",21
14,"SAS, Predictive Modeling, Data Wrangling",Masters in Statistics,Certified AI Specialist,"English, Japanese",65
20,"Java, Spring, Microservices",Masters in Statistics,Certified AI Specialist,"English, French",63
2,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Mathematics,Certified Statistician,"English, Chinese",89
3,"C++, Algorithms, Data Structures",Masters in Data Science,Certified Statistician,"English, Italian",51
15,"AWS, Cloud Computing, DevOps",Bachelors in Mathematics,Certified Database Administrator,"English, Spanish",36
2,"Matlab, Statistics, Data Mining",Masters in Data Science,Certified Machine Learning Expert,"English, Russian",81
16,"Java, Spring, Microservices",Bachelors in IT,Certified Data Scientist,"English, Russian",88
10,"R, Data Visualization, Deep Learning",PhD in AI,Certified Database Administrator,"English, Chinese",66
2,"Python, Data Analysis, Machine Learning",Bachelors in IT,Certified Machine Learning Expert,"English, Spanish",15
8,"Python, NLP, Neural Networks",Masters in Statistics,Certified Statistician,"English, Japanese",96
20,"R, Data Visualization, Deep Learning",Masters in Data Science,Certified Data Scientist,"English, Russian",39
5,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Computer Science,Certified Software Developer,"English, Russian",70
12,"Python, Data Analysis, Machine Learning",Bachelors in IT,Certified Data Scientist,"English, Russian",1
4,"R, Data Visualization, Deep Learning",Masters in Data Science,Certified Software Developer,"English, French",23
19,"Python, NLP, Neural Networks",Masters in Data Science,Certified Software Developer,"English, French",39
20,"HTML, CSS, JavaScript",Masters in Data Science,Certified Software Developer,"English, Italian",57
20,"Matlab, Statistics, Data Mining",Bachelors in IT,Certified Data Scientist,"English, Japanese",81
9,"Matlab, Statistics, Data Mining",Masters in Data Science,Certified Software Developer,"English, French",34
12,"R, Data Visualization, Deep Learning",Masters in Statistics,Certified Software Developer,"English, Spanish",41
6,"AWS, Cloud Computing, DevOps",Masters in Computer Engineering,Certified Statistician,"English, Italian",93
20,"Java, Spring, Microservices",Masters in Statistics,Certified AI Specialist,"English, Spanish",73
11,"Java, Spring, Microservices",Masters in Computer Engineering,Certified Data Analyst,"English, Spanish",13
4,"HTML, CSS, JavaScript",Masters in Computer Engineering,Certified Machine Learning Expert,"English, Italian",70
16,"AWS, Cloud Computing, DevOps",Masters in Statistics,Certified Data Scientist,"English, Italian",6
4,"SQL, Database Management, ETL",Masters in Computer Engineering,Certified Statistician,"English, French",84
6,"AWS, Cloud Computing, DevOps",Masters in Computer Engineering,Certified AI Specialist,"English, Japanese",52
6,"AWS, Cloud Computing, DevOps",Masters in Data Science,Certified Statistician,"English, Chinese",3
5,"Python, Data Analysis, Machine Learning",Bachelors in Computer Science,Certified Data Scientist,"English, Japanese",81
16,"Matlab, Statistics, Data Mining",PhD in AI,Certified Database Administrator,"English, Spanish",63
13,"Java, Spring, Microservices",Masters in Statistics,Certified Statistician,"English, Chinese",49
9,"AWS, Cloud Computing, DevOps",Masters in Computer Engineering,Certified Machine Learning Expert,"English, Italian",76
8,"SQL, Database Management, ETL",Bachelors in Computer Science,Certified Data Scientist,"English, Chinese",47
8,"R, Data Visualization, Deep Learning",Bachelors in Computer Science,Certified Machine Learning Expert,"English, Italian",55
18,"SQL, Database Management, ETL",Bachelors in Mathematics,Certified Data Scientist,"English, Russian",64
15,"SQL, Database Management, ETL",Bachelors in IT,Certified Software Developer,"English, Japanese",65
6,"R, Data Visualization, Deep Learning",Masters in Computer Engineering,Certified Software Developer,"English, French",81
6,"SQL, Database Management, ETL",Bachelors in Computer Science,Certified Database Administrator,"English, Italian",67
1,"Python, Data Analysis, Machine Learning",Masters in Data Science,Certified Statistician,"English, German",90
12,"Matlab, Statistics, Data Mining",Masters in Computer Engineering,Certified Machine Learning Expert,"English, Chinese",15
10,"Python, Data Analysis, Machine Learning",Masters in Data Science,Certified Statistician,"English, German",100
5,"Java, Spring, Microservices",Bachelors in IT,Certified Machine Learning Expert,"English, Italian",32
5,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Machine Learning Expert,"English, German",96
4,"HTML, CSS, JavaScript",Bachelors in Computer Science,Certified Database Administrator,"English, French",68
13,"SQL, Database Management, ETL",PhD in AI,Certified Data Analyst,"English, Spanish",18
6,"Python, Data Analysis, Machine Learning",Bachelors in IT,Certified Statistician,"English, Japanese",83
13,"AWS, Cloud Computing, DevOps",PhD in AI,Certified Database Administrator,"English, French",43
11,"SAS, Predictive Modeling, Data Wrangling",Masters in Statistics,Certified Software Developer,"English, French",35
9,"R, Data Visualization, Deep Learning",PhD in AI,Certified Software Developer,"English, French",78
19,"Python, NLP, Neural Networks",Masters in Computer Engineering,Certified Data Scientist,"English, French",58
13,"SAS, Predictive Modeling, Data Wrangling",PhD in AI,Certified Data Scientist,"English, Spanish",33
7,"C++, Algorithms, Data Structures",Bachelors in Mathematics,Certified Database Administrator,"English, French",14
7,"Python, Data Analysis, Machine Learning",Bachelors in Mathematics,Certified Database Administrator,"English, Japanese",34
1,"Java, Spring, Microservices",Masters in Computer Engineering,Certified Data Scientist,"English, Japanese",61
18,"R, Data Visualization, Deep Learning",Bachelors in Mathematics,Certified Data Scientist,"English, Spanish",4
7,"C++, Algorithms, Data Structures",Bachelors in Computer Science,Certified Software Developer,"English, Chinese",88
7,"SAS, Predictive Modeling, Data Wrangling",PhD in AI,Certified AI Specialist,"English, Japanese",59
10,"HTML, CSS, JavaScript",Masters in Computer Engineering,Certified Data Analyst,"English, Spanish",29
10,"Matlab, Statistics, Data Mining",Masters in Computer Engineering,Certified Machine Learning Expert,"English, French",83
10,"HTML, CSS, JavaScript",Bachelors in IT,Certified Statistician,"English, Russian",6
15,"AWS, Cloud Computing, DevOps",PhD in AI,Certified Machine Learning Expert,"English, German",97
1,"Java, Spring, Microservices",Bachelors in Computer Science,Certified Data Scientist,"English, Russian",49
10,"Matlab, Statistics, Data Mining",Bachelors in IT,Certified Database Administrator,"English, Japanese",40
17,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Database Administrator,"English, Russian",83
17,"SQL, Database Management, ETL",Bachelors in IT,Certified Data Analyst,"English, French",65
16,"C++, Algorithms, Data Structures",Bachelors in IT,Certified Data Analyst,"English, Russian",69
17,"HTML, CSS, JavaScript",Bachelors in Mathematics,Certified Database Administrator,"English, French",27
20,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Italian",80
19,"R, Data Visualization, Deep Learning",Bachelors in Computer Science,Certified Database Administrator,"English, French",6
11,"HTML, CSS, JavaScript",PhD in AI,Certified Machine Learning Expert,"English, French",13
1,"SQL, Database Management, ETL",PhD in AI,Certified Software Developer,"English, French",64
9,"C++, Algorithms, Data Structures",Bachelors in Mathematics,Certified Software Developer,"English, Chinese",62
15,"SQL, Database Management, ETL",Masters in Statistics,Certified AI Specialist,"English, French",99
1,"SQL, Database Management, ETL",Masters in Statistics,Certified Data Scientist,"English, French",19
6,"C++, Algorithms, Data Structures",Masters in Computer Engineering,Certified Data Scientist,"English, German",76
1,"Python, Data Analysis, Machine Learning",Masters in Data Science,Certified Statistician,"English, German",80
12,"Python, Data Analysis, Machine Learning",Masters in Statistics,Certified Data Scientist,"English, French",43
20,"C++, Algorithms, Data Structures",Bachelors in Computer Science,Certified Machine Learning Expert,"English, German",74
13,"SAS, Predictive Modeling, Data Wrangling",Bachelors in Computer Science,Certified Data Analyst,"English, Spanish",89
17,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Statistician,"English, Russian",20
12,"SAS, Predictive Modeling, Data Wrangling",Bachelors in IT,Certified AI Specialist,"English, Chinese",95
3,"Java, Spring, Microservices",Masters in Computer Engineering,Certified AI Specialist,"English, Russian",68
20,"AWS, Cloud Computing, DevOps",Bachelors in IT,Certified Database Administrator,"English, Spanish",44
11,"SQL, Database Management, ETL",PhD in AI,Certified Software Developer,"English, Japanese",23
7,"Matlab, Statistics, Data Mining",PhD in AI,Certified Data Analyst,"English, French",2
15,"R, Data Visualization, Deep Learning",Bachelors in Mathematics,Certified Statistician,"English, Japanese",22
16,"SQL, Database Management, ETL",Bachelors in IT,Certified Statistician,"English, Japanese",57
9,"Matlab, Statistics, Data Mining",Bachelors in Mathematics,Certified Data Scientist,"English, Italian",72
20,"Python, Data Analysis, Machine Learning",Bachelors in Mathematics,Certified Machine Learning Expert,"English, Italian",7
6,"Matlab, Statistics, Data Mining",Masters in Computer Engineering,Certified Software Developer,"English, Spanish",78
